Target,Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Admission grade,Tuition fees up to date,Curricular units 2nd sem (evaluations),Previous qualification (grade),Age at enrollment,Curricular units 1st sem (evaluations),Course,Father's occupation,Mother's occupation,GDP,Unemployment rate,Application mode,Father's qualification,Inflation rate,Mother's qualification,Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Scholarship holder,Application order,Debtor,Gender
Graduate,7.0,11.78571429,7.0,11.78571429,125.3,1.0,8.0,135.0,18.0,8.0,9500.0,5.0,9.0,-1.7,12.7,18.0,37.0,3.7,38.0,8.0,8.0,1,2.0,0,0.0
Graduate,8.0,13.42375,8.0,13.42375,126.3,1.0,8.0,137.0,18.0,8.0,9500.0,5.0,4.0,-3.12,9.4,1.0,1.0,-0.8,1.0,8.0,8.0,1,3.5,0,0.0
Graduate,5.0,14.16666667,6.0,12.5,100.0,1.0,10.0,102.5,20.0,8.0,9670.0,10.0,9.0,2.02,11.1,1.0,38.0,0.6,38.0,6.0,6.0,0,1.0,0,0.0
Graduate,7.0,12.46428571,7.0,12.46428571,121.3,1.0,8.0,127.0,20.0,8.0,9500.0,7.0,9.0,1.74,10.8,17.0,37.0,1.4,19.0,8.0,8.0,1,2.0,0,0.0
Enrolled,5.0,12.6,8.0,12.375,135.0,1.0,15.0,140.0,23.0,16.0,9991.0,16.5,16.5,3.51,8.9,53.0,38.0,1.4,38.0,9.0,10.0,0,1.0,1,0.0
Dropout,0.0,6.8750000049999995,1.0,10.0,120.0,1.0,9.0,140.0,28.0,8.0,9670.0,6.0,6.0,1.74,10.8,39.0,37.0,1.4,37.0,6.0,6.0,0,1.0,0,0.0
Enrolled,6.0,12.42857143,5.0,12.6,113.7,1.0,10.0,121.0,18.0,8.0,9773.0,10.0,9.0,-4.06,15.5,17.0,19.0,2.8,37.0,6.0,6.0,0,1.0,0,0.0
Graduate,4.0,12.4,5.0,12.6,129.7,1.0,6.0,131.0,19.0,5.0,9147.0,9.0,9.0,-0.92,16.2,43.0,38.0,0.3,19.0,5.0,5.0,0,1.0,0,0.0
Dropout,4.0,12.0,2.0,10.0,132.1,1.0,6.0,151.0,34.0,7.0,9147.0,8.0,9.0,0.32,7.6,1.0,37.0,2.6,38.0,5.0,5.0,0,1.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,120.3,1.0,0.0,130.0,34.0,7.0,9853.0,8.0,7.0,3.51,8.9,51.0,37.0,1.4,37.0,6.0,7.0,0,1.0,0,0.0
Graduate,5.0,12.33333333,5.0,11.6,120.0,1.0,8.0,120.0,32.0,7.0,9991.0,7.0,9.0,1.79,12.4,7.0,37.0,0.5,37.0,5.0,5.0,0,1.0,0,0.0
Graduate,6.0,13.5,6.0,12.16666667,123.1,1.0,6.0,136.0,19.0,8.0,9254.0,7.0,4.0,2.02,11.1,17.0,19.0,0.6,19.0,6.0,6.0,0,2.0,0,0.0
Graduate,5.0,12.66666667,4.0,13.6,119.4,1.0,7.0,125.0,18.0,10.0,9670.0,7.0,9.0,2.02,11.1,17.0,19.0,0.6,1.0,6.0,6.0,0,3.5,0,0.0
Dropout,5.0,11.8,4.0,12.5,140.0,0.0,8.0,133.1,34.0,8.0,9147.0,9.0,9.0,-3.12,9.4,39.0,37.0,-0.8,37.0,5.0,5.0,0,1.0,0,0.0
Enrolled,4.0,11.5,4.0,12.25,116.5,1.0,10.0,133.1,24.0,6.0,8378.5,5.0,4.0,1.79,12.4,39.0,12.0,0.5,1.0,6.0,6.0,1,1.0,0,1.0
Graduate,6.0,12.625,6.0,11.71428571,113.0,1.0,8.0,120.0,20.0,7.0,9238.0,9.0,9.0,0.79,13.9,17.0,37.0,-0.3,19.0,6.0,6.0,1,1.0,0,0.0
Graduate,6.0,13.0,6.0,13.5,133.9,1.0,7.0,143.0,18.0,7.0,9773.0,9.0,4.0,-0.92,16.2,1.0,19.0,0.3,19.0,6.0,6.0,1,3.0,0,1.0
Graduate,7.0,13.02428571,7.0,13.02428571,115.5,1.0,8.0,133.1,20.0,8.0,9500.0,9.0,7.0,1.74,10.8,1.0,19.0,1.4,38.0,8.0,8.0,1,3.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,116.5,0.0,0.0,121.0,18.0,12.0,9254.0,7.0,4.0,-3.12,9.4,17.0,19.0,-0.8,1.0,6.0,6.0,0,3.5,0,1.0
Graduate,5.0,17.208333325,5.0,17.0,160.15000000000003,1.0,8.0,162.5,18.0,6.0,9119.0,4.0,4.0,1.79,12.4,1.0,19.0,0.5,19.0,5.0,5.0,1,1.0,0,1.0
Graduate,4.0,11.5,4.0,11.0,119.1,1.0,7.0,124.0,20.0,7.0,9670.0,7.0,5.0,-3.12,9.4,1.0,37.0,-0.8,19.0,5.0,5.0,1,1.0,0,1.0
Dropout,6.0,12.5,6.0,13.66666667,121.1,1.0,9.0,127.0,19.0,10.0,9853.0,3.0,3.0,1.79,12.4,17.0,38.0,0.5,19.0,7.0,7.0,0,2.0,0,1.0
Enrolled,5.0,13.8,6.0,11.375,132.9,1.0,6.0,129.0,20.0,9.0,9070.0,9.0,4.0,0.32,7.6,1.0,1.0,2.6,1.0,6.0,6.0,1,2.0,0,1.0
Graduate,6.0,11.83333333,6.0,12.83333333,132.8,1.0,8.0,137.0,19.0,6.0,9238.0,9.0,9.0,1.74,10.8,1.0,1.0,1.4,19.0,6.0,6.0,0,1.0,0,1.0
Graduate,4.0,11.5,5.0,12.6,126.7,1.0,11.0,120.0,20.0,9.0,9773.0,0.0,0.0,0.32,7.6,1.0,37.0,2.6,36.0,6.0,6.0,0,1.0,0,1.0
Graduate,7.0,13.77142857,6.0,14.33333333,105.8,1.0,9.0,110.0,22.0,8.0,9500.0,7.0,9.0,2.02,11.1,1.0,19.0,0.6,19.0,8.0,7.0,0,1.0,0,1.0
Enrolled,6.0,13.625,4.0,13.5,117.2,1.0,10.0,120.0,18.0,8.0,9119.0,8.0,9.0,2.02,11.1,17.0,19.0,0.6,1.0,6.0,5.0,1,2.0,0,1.0
Graduate,7.0,14.28571429,7.0,14.28571429,140.0,1.0,8.0,143.0,19.0,8.0,9500.0,9.0,9.0,-1.7,12.7,1.0,38.0,3.7,38.0,8.0,8.0,0,1.0,0,1.0
Dropout,2.0,10.0,3.0,11.75,120.0,1.0,12.0,120.0,22.0,15.0,9003.0,7.0,9.0,0.79,13.9,44.0,19.0,-0.3,1.0,6.0,6.0,0,1.0,0,1.0
Graduate,5.0,17.208333325,5.0,14.8,119.5,1.0,5.0,124.0,20.0,5.0,9119.0,9.0,2.0,3.51,8.9,17.0,12.0,1.4,4.0,5.0,5.0,0,3.5,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,153.9,0.0,0.0,162.5,34.0,7.0,9003.0,3.0,9.0,1.79,12.4,39.0,41.0,0.5,1.0,6.0,6.0,0,1.0,1,1.0
Dropout,0.0,6.8750000049999995,1.0,10.0,130.0,1.0,5.0,133.1,24.0,14.0,8378.5,4.0,4.0,-0.92,16.2,39.0,1.0,0.3,1.0,5.0,6.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,107.0,1.0,5.0,150.0,26.0,5.0,9670.0,0.0,0.0,0.32,7.6,39.0,34.0,2.6,34.0,5.0,5.0,0,2.0,0,1.0
Dropout,5.0,12.38,4.0,12.6,132.8,1.0,9.0,140.0,34.0,10.0,9500.0,6.0,9.0,1.79,12.4,39.0,37.0,0.5,37.0,7.0,7.0,0,1.0,0,1.0
Graduate,5.0,11.8,5.0,12.42857143,127.5,1.0,7.0,145.0,22.0,9.0,9991.0,9.0,4.0,0.32,7.6,1.0,37.0,2.6,2.0,5.0,5.0,0,1.0,0,1.0
Enrolled,3.0,12.0,4.0,10.0,123.3,1.0,11.0,118.0,26.0,10.0,9254.0,5.0,5.0,-3.12,9.4,18.0,38.0,-0.8,38.0,6.0,6.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,3.0,12.33333333,122.0,1.0,5.0,123.0,19.0,7.0,9147.0,4.0,3.0,3.51,8.9,17.0,19.0,1.4,1.0,5.0,5.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,114.8,0.0,0.0,120.0,19.0,0.0,9254.0,9.0,3.0,3.51,8.9,1.0,19.0,1.4,3.0,6.0,6.0,0,3.5,0,1.0
Graduate,0.0,6.8750000049999995,0.0,7.3999999999999995,140.0,1.0,0.0,140.0,20.0,0.0,8378.5,2.0,2.0,-4.06,15.5,44.0,3.0,2.8,3.0,2.0,2.0,0,1.0,1,1.0
Graduate,8.0,13.33333333,10.0,12.1,111.0,1.0,9.0,126.0,21.0,12.0,9670.0,10.0,1.0,2.02,11.1,51.0,3.0,0.6,3.0,8.0,10.0,0,1.0,1,1.0
Graduate,6.0,15.0,6.0,14.71428571,133.2,1.0,6.0,137.0,19.0,7.0,9773.0,7.0,7.0,0.79,13.9,1.0,19.0,-0.3,1.0,6.0,6.0,1,2.0,0,0.0
Graduate,6.0,12.83333333,6.0,12.66666667,123.0,1.0,7.0,130.0,18.0,6.0,9773.0,9.0,9.0,-1.7,12.7,1.0,19.0,3.7,19.0,6.0,6.0,0,3.0,0,0.0
Graduate,10.0,13.3,10.5,14.38461538,150.0,1.0,12.0,150.0,23.0,14.0,9003.0,8.0,8.0,3.51,8.9,53.0,38.0,1.4,1.0,10.0,10.0,1,1.0,0,0.0
Graduate,5.0,12.2,5.0,13.4,132.3,1.0,6.0,147.0,18.0,5.0,9147.0,7.0,5.0,-1.7,12.7,17.0,38.0,3.7,19.0,5.0,5.0,1,3.0,0,0.0
Graduate,7.0,13.31428571,7.0,13.31428571,126.0,1.0,8.0,140.0,18.0,8.0,9500.0,7.0,5.0,-1.7,12.7,18.0,38.0,3.7,37.0,8.0,8.0,0,1.0,0,0.0
Graduate,7.0,11.98857143,7.0,11.98857143,119.3,1.0,8.0,132.0,19.0,8.0,9500.0,9.0,9.0,1.74,10.8,1.0,38.0,1.4,38.0,8.0,8.0,0,3.0,0,0.0
Graduate,8.0,12.88888889,10.5,11.54545455,133.8,1.0,13.0,130.0,21.0,16.0,9147.0,16.5,16.5,3.51,8.9,53.0,19.0,1.4,1.0,9.0,10.0,0,1.0,0,0.0
Graduate,6.0,13.875,6.0,16.46153846,126.5,1.0,8.0,130.0,18.0,13.0,9085.0,6.0,9.0,-4.06,15.5,1.0,37.0,2.8,37.0,6.0,6.0,1,1.0,0,0.0
Graduate,6.0,12.83333333,6.0,13.66666667,138.4,1.0,6.0,151.0,24.0,7.0,9773.0,5.0,9.0,1.74,10.8,1.0,37.0,1.4,38.0,6.0,6.0,1,1.0,0,0.0
Dropout,8.0,13.41111111,7.0,12.65,129.0,1.0,9.0,144.0,18.0,8.0,9500.0,3.0,2.0,-0.92,16.2,1.0,39.0,0.3,3.0,8.0,7.0,0,3.5,0,0.0
Enrolled,3.0,12.0,6.0,12.33333333,118.3,1.0,10.0,127.0,18.0,7.0,9670.0,7.0,5.0,0.79,13.9,1.0,1.0,-0.3,19.0,6.0,6.0,0,1.0,0,0.0
Graduate,7.0,14.65,6.0,14.37,129.8,1.0,10.0,131.0,20.0,8.0,9500.0,7.0,9.0,1.79,12.4,17.0,37.0,0.5,19.0,8.0,7.0,0,2.0,0,0.0
Enrolled,4.0,11.75,3.0,12.0,113.6,1.0,8.0,123.0,19.0,13.0,9085.0,9.0,4.0,-3.12,9.4,17.0,19.0,-0.8,1.0,5.0,5.0,0,2.0,0,0.0
Dropout,3.0,10.66666667,3.0,12.0,128.3,0.0,15.0,130.0,18.0,12.0,9773.0,8.0,0.0,0.32,7.6,1.0,38.0,2.6,34.0,6.0,6.0,1,3.5,0,0.0
Dropout,3.0,11.0,4.0,12.0,130.0,1.0,14.0,130.0,19.0,11.0,9254.0,7.0,5.0,1.74,10.8,43.0,19.0,1.4,1.0,6.0,6.0,1,1.0,0,0.0
Graduate,5.0,11.2,5.0,12.6,121.9,1.0,7.0,131.0,19.0,10.0,9853.0,8.0,4.0,1.74,10.8,17.0,38.0,1.4,1.0,6.0,6.0,0,2.0,0,0.0
Graduate,6.0,12.33333333,6.0,12.16666667,129.4,1.0,6.0,135.0,18.0,6.0,9238.0,3.0,9.0,1.74,10.8,1.0,38.0,1.4,1.0,6.0,6.0,0,3.5,1,0.0
Enrolled,6.0,14.0,6.0,13.5,115.3,1.0,8.0,123.0,20.0,8.0,9853.0,16.5,16.5,2.02,11.1,1.0,1.0,0.6,19.0,7.0,7.0,0,2.0,0,0.0
Graduate,8.0,13.76375,8.0,13.76375,125.5,1.0,8.0,145.0,18.0,8.0,9500.0,9.0,9.0,-3.12,9.4,1.0,38.0,-0.8,38.0,8.0,8.0,1,3.5,0,0.0
Graduate,6.0,12.8,6.0,12.4,117.8,1.0,8.0,118.0,19.0,11.0,9556.0,5.0,5.0,2.02,11.1,17.0,38.0,0.6,38.0,7.0,7.0,1,3.5,0,0.0
Enrolled,2.0,12.0,4.0,10.66666667,118.7,1.0,11.0,125.0,18.0,16.0,9147.0,10.0,2.0,0.79,13.9,17.0,38.0,-0.3,3.0,5.0,5.0,0,3.0,0,0.0
Graduate,6.0,14.33333333,6.0,14.33333333,139.0,1.0,7.0,152.0,18.0,7.0,9500.0,9.0,9.0,0.32,7.6,1.0,37.0,2.6,37.0,7.0,7.0,0,2.0,0,0.0
Enrolled,2.0,12.66666667,4.0,12.5,98.9,1.0,13.0,102.5,21.0,12.0,9085.0,9.0,4.0,2.02,11.1,1.0,37.0,0.6,1.0,6.0,6.0,0,1.0,0,0.0
Dropout,0.0,6.8750000049999995,1.0,10.0,137.7,0.0,13.0,137.0,19.0,14.0,9254.0,7.0,0.0,0.32,7.6,17.0,38.0,2.6,34.0,6.0,6.0,0,1.0,1,0.0
Graduate,8.0,14.62222222,7.0,14.69625,113.6,1.0,9.0,123.0,21.0,8.0,9500.0,3.0,3.0,1.79,12.4,1.0,1.0,0.5,1.0,8.0,7.0,0,3.5,0,0.0
Enrolled,3.0,13.75,4.0,11.5,113.4,1.0,16.0,120.0,18.0,14.0,9085.0,9.0,2.0,2.02,11.1,1.0,1.0,0.6,4.0,6.0,6.0,0,1.0,0,0.0
Graduate,8.0,13.9125,7.0,12.85555556,128.5,1.0,8.0,131.0,18.0,9.0,9556.0,7.0,9.0,-1.7,12.7,17.0,38.0,3.7,19.0,8.0,7.0,1,3.0,0,0.0
Graduate,8.0,13.99444444,7.0,13.7,142.8,1.0,9.0,141.0,18.0,7.0,9500.0,10.0,3.0,2.02,11.1,1.0,1.0,0.6,1.0,8.0,7.0,0,1.0,0,0.0
Dropout,1.0,12.0,0.0,7.3999999999999995,137.7,0.0,10.0,144.0,23.0,9.0,9130.0,3.0,1.0,1.74,10.8,1.0,1.0,1.4,3.0,5.0,5.0,0,1.0,0,0.0
Enrolled,4.0,12.0,3.0,11.2,103.5,1.0,9.0,107.0,20.0,13.0,9238.0,7.0,7.0,-0.92,16.2,1.0,37.0,0.3,19.0,6.0,6.0,0,1.0,0,0.0
Graduate,8.0,13.33333333,7.0,13.28571429,123.2,1.0,9.0,133.0,18.0,7.0,9500.0,5.0,5.0,-0.92,16.2,1.0,38.0,0.3,38.0,8.0,7.0,0,1.0,0,0.0
Enrolled,5.0,10.4,5.0,13.0,126.0,1.0,8.0,126.0,19.0,9.0,9853.0,10.0,2.0,0.32,7.6,17.0,19.0,2.6,1.0,6.0,6.0,0,2.0,0,0.0
Enrolled,6.0,11.68571429,6.0,12.6,121.7,1.0,9.0,133.1,27.0,8.0,9500.0,7.0,3.0,1.79,12.4,39.0,38.0,0.5,1.0,7.0,7.0,1,1.0,0,0.0
Enrolled,4.0,12.0,5.0,12.8,142.8,0.0,5.0,147.0,19.0,5.0,9147.0,6.0,9.0,2.02,11.1,17.0,37.0,0.6,37.0,5.0,5.0,1,1.0,1,0.0
Dropout,5.0,11.0,5.0,11.5,120.0,1.0,13.0,120.0,21.0,14.0,9130.0,9.0,9.0,-4.06,15.5,43.0,19.0,2.8,1.0,6.0,6.0,0,1.0,0,0.0
Graduate,7.0,11.4,7.0,11.4,119.3,1.0,8.0,130.0,19.0,8.0,9500.0,8.0,7.0,1.74,10.8,18.0,38.0,1.4,37.0,8.0,8.0,1,1.0,0,0.0
Graduate,6.0,11.33333333,6.0,12.33333333,121.0,1.0,8.0,120.0,21.0,6.0,9238.0,9.0,6.0,0.79,13.9,44.0,37.0,-0.3,37.0,6.0,6.0,1,1.0,0,0.0
Graduate,4.0,12.2,5.0,12.8,139.4,1.0,10.0,138.0,18.0,7.0,9773.0,9.0,9.0,1.74,10.8,1.0,19.0,1.4,19.0,6.0,6.0,0,3.5,0,0.0
Graduate,4.0,15.0,5.0,12.0,113.9,1.0,8.0,124.0,20.0,8.0,9085.0,7.0,7.0,-1.7,12.7,17.0,38.0,3.7,19.0,5.0,5.0,1,1.0,0,0.0
Graduate,5.0,13.5,5.0,13.0,124.6,1.0,9.0,133.0,18.0,8.0,9853.0,7.0,9.0,-3.12,9.4,1.0,37.0,-0.8,37.0,6.0,6.0,1,1.0,0,0.0
Dropout,6.0,11.0,6.0,11.83333333,123.8,0.0,8.0,122.0,18.0,6.0,9070.0,8.0,4.0,-1.7,12.7,17.0,1.0,3.7,1.0,6.0,6.0,1,1.0,1,0.0
Graduate,6.0,13.33333333,6.0,14.0,126.3,1.0,9.0,138.0,18.0,8.0,9085.0,4.0,4.0,3.51,8.9,1.0,3.0,1.4,1.0,6.0,6.0,0,3.0,0,0.0
Graduate,6.0,13.5,6.0,12.33333333,120.4,1.0,6.0,134.0,18.0,6.0,9773.0,3.0,3.0,-0.92,16.2,17.0,1.0,0.3,1.0,6.0,6.0,1,3.5,0,0.0
Enrolled,7.0,12.5,5.0,13.04,120.5,1.0,7.0,128.0,19.0,10.0,9500.0,7.0,7.0,1.79,12.4,1.0,1.0,0.5,1.0,7.0,7.0,1,3.0,0,0.0
Enrolled,8.0,13.33333333,10.5,13.16666667,144.9,0.0,15.0,140.0,23.0,16.0,9085.0,9.0,8.0,3.51,8.9,53.0,38.0,1.4,19.0,9.0,10.0,0,1.0,1,0.0
Graduate,6.0,12.83333333,6.0,12.5,139.9,1.0,11.0,133.1,24.0,7.0,9085.0,9.0,4.0,3.51,8.9,39.0,19.0,1.4,19.0,6.0,6.0,1,1.0,0,0.0
Graduate,0.0,6.8750000049999995,0.0,7.3999999999999995,133.3,1.0,0.0,142.0,19.0,0.0,8378.5,3.0,3.0,1.74,10.8,1.0,1.0,1.4,1.0,2.0,2.0,0,1.0,0,0.0
Graduate,7.0,15.65714286,7.0,15.65714286,126.0,1.0,8.0,141.0,18.0,8.0,9500.0,9.0,9.0,-1.7,12.7,1.0,19.0,3.7,19.0,8.0,8.0,0,3.0,0,0.0
Graduate,6.0,11.33333333,6.0,12.16666667,133.5,1.0,6.0,145.0,19.0,6.0,9070.0,3.0,4.0,-1.7,12.7,1.0,19.0,3.7,1.0,6.0,6.0,0,2.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,127.9,1.0,0.0,145.0,19.0,0.0,9853.0,9.0,4.0,1.74,10.8,17.0,19.0,1.4,38.0,6.0,6.0,0,2.0,0,0.0
Enrolled,5.0,11.16666667,5.0,10.6,105.9,1.0,9.0,108.0,20.0,11.0,9238.0,8.0,5.0,2.02,11.1,1.0,38.0,0.6,1.0,6.0,6.0,1,1.0,0,0.0
Enrolled,5.0,12.66666667,6.0,13.42857143,124.3,1.0,11.0,132.0,20.0,10.0,9085.0,5.0,4.0,0.79,13.9,1.0,12.0,-0.3,1.0,6.0,6.0,0,1.0,0,0.0
Dropout,0.0,6.8750000049999995,4.0,11.75,102.5,1.0,12.0,140.0,26.0,8.0,9773.0,0.0,0.0,0.32,7.6,39.0,37.0,2.6,34.0,6.0,6.0,0,1.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,97.0,0.0,5.0,133.1,34.0,10.0,9254.0,5.0,9.0,-4.06,15.5,39.0,1.0,2.8,19.0,5.0,5.0,0,1.0,1,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,134.7,0.0,0.0,128.0,19.0,0.0,8378.5,10.0,4.0,1.74,10.8,17.0,1.0,1.4,1.0,2.0,2.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,113.8,0.0,0.0,120.0,27.0,0.0,9119.0,9.0,9.0,-4.06,15.5,42.0,37.0,2.8,19.0,5.0,5.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,1.0,13.0,116.9,1.0,5.0,120.0,18.0,9.0,9119.0,16.5,16.5,3.51,8.9,1.0,1.0,1.4,3.0,5.0,5.0,0,3.5,0,1.0
Graduate,7.0,13.33142857,7.0,13.33142857,124.0,1.0,8.0,139.0,18.0,8.0,9500.0,9.0,9.0,1.74,10.8,1.0,38.0,1.4,37.0,8.0,8.0,1,3.5,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,117.5,1.0,0.0,139.3,28.0,0.0,9070.0,5.0,5.0,1.79,12.4,39.0,38.0,0.5,38.0,6.0,6.0,0,1.0,0,1.0
Graduate,0.0,6.8750000049999995,0.0,7.3999999999999995,154.8,1.0,0.0,150.0,21.0,0.0,8378.5,9.0,9.0,1.79,12.4,44.0,1.0,0.5,19.0,2.0,2.0,0,1.0,0,1.0
Graduate,6.0,13.7,6.0,13.7,141.0,1.0,7.0,138.0,19.0,7.0,9500.0,9.0,4.0,0.32,7.6,1.0,37.0,2.6,19.0,7.0,7.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,120.0,0.0,5.0,133.1,26.0,5.0,9670.0,3.0,3.0,-3.12,9.4,39.0,22.0,-0.8,6.0,5.0,5.0,0,1.0,1,1.0
Dropout,6.0,13.875,9.0,13.45454545,133.6,1.0,9.0,136.0,20.0,12.0,9119.0,5.0,3.0,2.02,11.1,51.0,19.0,0.6,1.0,7.0,9.0,0,1.0,0,1.0
Graduate,7.0,12.2,7.0,12.2,122.0,1.0,8.0,134.0,19.0,8.0,9500.0,9.0,9.0,-1.7,12.7,1.0,38.0,3.7,38.0,8.0,8.0,0,3.5,0,1.0
Dropout,4.0,11.0,3.0,10.0,120.0,1.0,10.0,140.0,21.0,8.0,9147.0,3.0,7.0,-1.7,12.7,1.0,19.0,3.7,19.0,5.0,5.0,0,1.0,0,1.0
Graduate,6.0,12.85714286,5.0,13.0,114.2,1.0,7.0,110.0,23.0,7.0,9670.0,9.0,9.0,3.51,8.9,53.0,19.0,1.4,1.0,6.0,6.0,1,1.0,0,1.0
Graduate,6.0,14.0,6.0,12.0,95.5,1.0,6.0,133.1,29.0,11.0,8378.5,8.0,4.0,2.02,11.1,39.0,37.0,0.6,38.0,6.0,6.0,0,1.0,0,1.0
Graduate,7.0,15.02857143,7.0,15.02857143,120.0,1.0,8.0,129.0,20.0,8.0,9500.0,9.0,9.0,-1.7,12.7,1.0,1.0,3.7,1.0,8.0,8.0,0,1.0,0,1.0
Graduate,6.0,11.71428571,6.0,12.0,111.1,1.0,7.0,116.0,18.0,8.0,9238.0,9.0,5.0,-4.06,15.5,1.0,19.0,2.8,1.0,6.0,6.0,0,1.0,0,1.0
Graduate,5.0,12.4,5.0,12.0,128.6,1.0,8.0,130.0,19.0,8.0,9773.0,5.0,3.0,-3.12,9.4,1.0,38.0,-0.8,1.0,6.0,6.0,0,1.0,0,1.0
Dropout,3.0,11.33333333,3.0,13.66666667,130.0,0.0,8.0,130.0,23.0,7.0,9556.0,8.0,4.0,1.74,10.8,7.0,37.0,1.4,1.0,8.0,7.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,111.1,1.0,0.0,116.0,21.0,0.0,8378.5,1.0,5.0,0.79,13.9,1.0,1.0,-0.3,38.0,2.0,2.0,0,1.0,0,1.0
Enrolled,4.0,12.5,5.0,12.0,122.7,1.0,7.0,136.0,18.0,6.0,9147.0,3.0,9.0,-4.06,15.5,17.0,1.0,2.8,1.0,5.0,5.0,0,1.0,0,1.0
Graduate,0.0,6.8750000049999995,0.0,7.3999999999999995,134.4,1.0,0.0,147.0,18.0,0.0,8378.5,7.0,7.0,1.74,10.8,1.0,19.0,1.4,37.0,2.0,2.0,1,1.0,0,1.0
Dropout,0.0,6.8750000049999995,1.0,14.0,131.0,0.0,7.0,117.0,21.0,6.0,9070.0,5.0,5.0,-3.12,9.4,1.0,37.0,-0.8,19.0,6.0,6.0,0,3.5,1,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,125.0,1.0,7.0,141.0,22.0,6.0,9238.0,9.0,5.0,2.02,11.1,51.0,1.0,0.6,1.0,6.0,6.0,0,1.0,0,1.0
Graduate,5.0,12.58333333,7.0,12.375,106.0,1.0,11.0,133.1,21.0,8.0,9556.0,8.0,2.0,3.51,8.9,18.0,19.0,1.4,3.0,7.0,7.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,128.0,0.0,0.0,133.1,32.0,0.0,9500.0,9.0,9.0,-0.92,16.2,39.0,19.0,0.3,38.0,8.0,7.0,0,1.0,0,1.0
Graduate,12.0,11.07692308,10.5,11.42105263,120.0,1.0,16.0,120.0,27.0,16.0,9003.0,1.0,4.0,-4.06,15.5,7.0,19.0,2.8,1.0,10.0,10.0,0,1.0,0,1.0
Graduate,6.0,13.35,6.0,13.35,134.8,1.0,7.0,148.0,18.0,7.0,9500.0,8.0,9.0,0.32,7.6,1.0,38.0,2.6,19.0,7.0,7.0,0,1.0,0,1.0
Graduate,2.0,16.0,6.0,15.0,112.0,1.0,6.0,130.0,24.0,6.0,9070.0,3.0,5.0,-4.06,15.5,39.0,1.0,2.8,1.0,6.0,6.0,1,1.0,0,1.0
Dropout,0.0,6.8750000049999995,2.0,10.5,116.1,1.0,5.0,120.0,22.0,9.0,9130.0,9.0,1.0,-1.7,12.7,1.0,37.0,3.7,19.0,5.0,5.0,0,1.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,120.0,0.0,6.0,120.0,22.0,0.0,9130.0,2.0,3.0,1.74,10.8,43.0,3.0,1.4,2.0,4.0,6.0,0,1.0,0,1.0
Graduate,5.0,11.83333333,5.0,13.25,119.7,1.0,6.0,133.0,19.0,8.0,9147.0,5.0,9.0,0.79,13.9,1.0,37.0,-0.3,37.0,5.0,5.0,0,3.0,0,1.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,117.1,1.0,5.0,129.0,19.0,10.0,9119.0,16.5,4.0,0.32,7.6,17.0,13.0,2.6,37.0,5.0,5.0,0,3.5,0,1.0
Enrolled,3.0,10.6,4.0,11.5,112.4,1.0,15.0,118.0,21.0,7.0,9085.0,3.0,3.0,1.74,10.8,1.0,19.0,1.4,1.0,5.0,5.0,0,2.0,0,1.0
Graduate,8.0,13.88125,8.0,13.88125,131.0,1.0,8.0,140.0,18.0,8.0,9500.0,7.0,2.0,-3.12,9.4,1.0,1.0,-0.8,1.0,8.0,8.0,1,2.0,0,0.0
Graduate,5.0,12.6,6.0,11.33333333,130.9,1.0,8.0,127.0,18.0,8.0,9254.0,10.0,3.0,-3.12,9.4,1.0,19.0,-0.8,3.0,6.0,6.0,0,2.0,0,0.0
Dropout,0.0,6.8750000049999995,0.0,7.3999999999999995,134.9,1.0,0.0,131.0,20.0,0.0,8378.5,9.0,9.0,-0.92,16.2,1.0,19.0,0.3,19.0,2.0,2.0,0,1.0,1,0.0
